evidence_list,answer,query,question_type
"[{'author': 'Amber Raiken', 'category': 'entertainment', 'fact': 'Elsewhere in the conversation with Time, the “Anti-Hero” singer said that she tries not to let the paparazzi get to her, even though so many of her outings with pals go on to make headlines.', 'published_at': '2023-12-06T14:23:01+00:00', 'source': 'The Independent - Life and Style', 'title': 'Taylor Swift reveals secret start to her relationship with Travis Kelce', 'url': 'https://www.independent.co.uk/life-style/taylor-swift-travis-kelce-relationship-b2459441.html'}
 {'author': 'Amber Raiken', 'category': 'entertainment', 'fact': '“She’s got the Eras Tour booked all through next year, and she’d rather die than cancel a show.', 'published_at': '2023-10-30T20:56:51+00:00', 'source': 'The Independent - Life and Style', 'title': 'Travis Kelce faces backlash after comments about ‘finding a breeder’ resurface amid Taylor Swift romance', 'url': 'https://www.independent.co.uk/life-style/travis-kelce-taylor-swift-children-b2438558.html'}
 {'author': 'Chelsea Ritschel', 'category': 'entertainment', 'fact': 'Now, Swift has shared that she has nothing to hide in her new relationship with Kelce.', 'published_at': '2023-12-06T13:55:17+00:00', 'source': 'The Independent - Life and Style', 'title': 'Taylor Swift is Time’s Person of the Year', 'url': 'https://www.independent.co.uk/life-style/taylor-swift-time-person-of-the-year-b2459419.html'}]",no,"Did both the report from The Independent - Life and Style published on October 30, 2023, stating Taylor Swift's withdrawal from her tour schedule, and the report from The Independent - Life and Style published on December 6, 2023, revealing her secrecy about her relationship with Travis Kelce, indicate no change in the narrative regarding her personal life and professional commitments?",temporal_query
"[{'author': 'Ariel Shapiro', 'category': 'technology', 'fact': 'Spotify shareholders are thrilled with the company reporting an operating profit for the first time in a year, sending the stock up nearly 10 percent on the news.', 'published_at': '2023-10-25T16:10:29+00:00', 'source': 'The Verge', 'title': 'The new, ‘efficient’ Spotify has a very different approach to podcasting', 'url': 'https://www.theverge.com/2023/10/25/23931833/spotify-efficient-daniel-ek-rogan-cooper-ai'}
 {'author': 'Rita Nazareth and Sinéad Carew', 'category': 'business', 'fact': 'The Dow Jones Industrial Average rose 0.4 per cent, to 33,739.30, the S&P 500 gained 0.5 per cent and the Nasdaq Composite added 0.6 per cent.', 'published_at': '2023-10-10T23:50:33+00:00', 'source': 'The Sydney Morning Herald', 'title': 'ASX rises after Wall Street gains on rate optimism; Oil drops', 'url': 'https://www.smh.com.au/business/markets/asx-rises-after-wall-street-gains-on-rate-optimism-oil-drops-20231011-p5eba1.html?ref=rss&utm_medium=rss&utm_source=rss_business'}]",Yes,Did the article from The Verge on Spotify's operating profit and the article from The Sydney Morning Herald on Stock Market Indices both report an increase in their respective financial metrics?,comparison_query
"[{'author': 'Antonio G. Di Benedetto', 'category': 'technology', 'fact': 'Hasbro’s Jenga: Super Mario Edition is selling for $14.99 ($7 off) at Amazon.', 'published_at': '2023-11-23T17:58:09+00:00', 'source': 'The Verge', 'title': 'The best Black Friday deals you can get for under $25', 'url': 'https://www.theverge.com/23971355/black-friday-2023-tech-deals-under-25-cyber-monday'}
 {'author': 'Amy Skorheim', 'category': 'technology', 'fact': 'For a few hours during the Black Friday sales, the 9th generation iPad went as low as $229 at Amazon.', 'published_at': '2023-11-27T10:00:30+00:00', 'source': 'Engadget', 'title': 'The best Apple Cyber Monday deals of 2023: Save on AirPods, iPads, Apple Watches and more', 'url': 'https://www.engadget.com/the-best-apple-cyber-monday-deals-of-2023-save-on-airpods-ipads-apple-watches-and-more-100030003.html?src=rss'}]",no,"Did the article from The Verge about ""Hasbro's Jenga: Super Mario Edition"" and the article from Engadget about the '9th generation iPad' both report an increase in price on their respective products during the Black Friday sales on Amazon?",comparison_query
"[{'author': 'Rebecca Bellan', 'category': 'technology', 'fact': 'In our last roundup, we learned how Google spent $26.3 billion in 2021 making itself the default search engine across platforms and how Google tried to have Chrome preinstalled on iPhones.', 'published_at': '2023-11-13T14:37:44+00:00', 'source': 'TechCrunch', 'title': 'More from the US v Google trial: vertical search, pre-installs and the case of Firefox/Yahoo', 'url': 'https://techcrunch.com/2023/11/13/more-from-the-us-v-google-trial-vertical-search-pre-installs-and-the-case-of-firefox-yahoo/'}
 {'author': 'Rebecca Bellan', 'category': 'technology', 'fact': 'When Google’s search head Prabhakar Raghavan testified in court on October 28, he revealed that the tech giant had paid $26.3 billion in 2021 to multiple browsers, phones and platforms, from companies including Apple, Samsung and Mozilla, The Verge reports.', 'published_at': '2023-10-31T02:30:32+00:00', 'source': 'TechCrunch', 'title': '5 things we learned so far about the Google antitrust case', 'url': 'https://techcrunch.com/2023/10/30/5-things-we-learned-so-far-about-the-google-antitrust-case/'}
 {'author': 'Sarah Perez', 'category': 'technology', 'fact': 'The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means.', 'published_at': '2023-12-15T17:56:02+00:00', 'source': 'TechCrunch', 'title': 'News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line', 'url': 'https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/'}]",Google,"Which company, according to TechCrunch articles, invested $26.3 billion in 2021 to maintain its status as the primary search engine on multiple devices and is also accused of harming news publishers' revenue and content through anticompetitive practices?",inference_query
"[{'author': 'Kyle Wiggers', 'category': 'technology', 'fact': 'Google unveils new hardware: This week was Google’s annual hardware event, where the search and consumer tech giant showed off what it’s been working on.', 'published_at': '2023-10-07T20:15:26+00:00', 'source': 'TechCrunch', 'title': 'Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier', 'url': 'https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/'}
 {'author': 'Rebecca Bellan', 'category': 'technology', 'fact': 'When Google’s search head Prabhakar Raghavan testified in court on October 28, he revealed that the tech giant had paid $26.3 billion in 2021 to multiple browsers, phones and platforms, from companies including Apple, Samsung and Mozilla, The Verge reports.', 'published_at': '2023-10-31T02:30:32+00:00', 'source': 'TechCrunch', 'title': '5 things we learned so far about the Google antitrust case', 'url': 'https://techcrunch.com/2023/10/30/5-things-we-learned-so-far-about-the-google-antitrust-case/'}
 {'author': 'Sarah Perez', 'category': 'technology', 'fact': 'The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means.', 'published_at': '2023-12-15T17:56:02+00:00', 'source': 'TechCrunch', 'title': 'News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line', 'url': 'https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/'}]",Google,"Which company, featured in multiple TechCrunch articles, has both invested in new hardware developments during an annual event and has been involved in antitrust actions for securing default search engine positions and affecting news publishers' revenues through its practices?",inference_query
"[{'author': 'Kyle Wiggers', 'category': 'technology', 'fact': 'Google compared the performance of Gemini Pro to GPT-4’s predecessor, GPT-3.5, a model that’s around a year old.', 'published_at': '2023-12-07T16:12:30+00:00', 'source': 'TechCrunch', 'title': 'Early impressions of Google’s Gemini aren’t great', 'url': 'https://techcrunch.com/2023/12/07/early-impressions-of-googles-gemini-arent-great/'}
 {'author': 'Sean Hollister', 'category': 'technology', 'fact': 'But while this will probably come up later in the trial, Epic chose to focus more on simply painting Google as the bad guy on day one.', 'published_at': '2023-11-07T15:00:40+00:00', 'source': 'The Verge', 'title': 'The Epic v. Google trial may come down to simple v. complicated', 'url': 'https://www.theverge.com/2023/11/7/23949849/epic-google-trial-day-one-recap-summary'}
 {'author': 'Sarah Perez', 'category': 'technology', 'fact': 'The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means.', 'published_at': '2023-12-15T17:56:02+00:00', 'source': 'TechCrunch', 'title': 'News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line', 'url': 'https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/'}]",Google,"Which company is being compared to OpenAI's GPT-3.5 on TechCrunch, portrayed as an antagonist on The Verge, and accused of anticompetitive practices affecting news publishers' bottom lines on TechCrunch?",inference_query
"[{'author': 'Sarah Perez', 'category': 'technology', 'fact': 'Epic, meanwhile, lost its antitrust battle with Apple and is now asking the Supreme Court to weigh in.', 'published_at': '2023-11-06T16:47:11+00:00', 'source': 'TechCrunch', 'title': 'What to know about Fortnite maker Epic Games’ antitrust battle with Google, starting today', 'url': 'https://techcrunch.com/2023/11/06/what-to-know-about-fortnite-maker-epic-games-antitrust-battle-with-google-starting-today/'}
 {'author': 'Patricia Hernandez', 'category': 'entertainment', 'fact': 'As Fortnite took off, developers at Epic Games said that they experienced months of crunch that required 70-to-100-hour weeks to produce that industry-shaping content despite the publisher’s deep pockets.', 'published_at': '2023-10-19T16:01:20+00:00', 'source': 'Polygon', 'title': 'Can anyone survive Fortnite as a job?', 'url': 'https://www.polygon.com/23920138/twitch-streamer-fortnite-tfue-pokimane-burnout'}
 {'author': 'Alyssa Stringer', 'category': 'technology', 'fact': 'Announced on September 28 that the Fortnite maker is laying off 16% of its workforce, amounting to 870 people.', 'published_at': '2023-09-28T20:04:20+00:00', 'source': 'TechCrunch', 'title': 'A comprehensive list of 2023 tech layoffs', 'url': 'https://techcrunch.com/2023/09/28/tech-layoffs-2023-list/'}
 {'author': 'Sean Hollister', 'category': 'technology', 'fact': 'Because while Google spent most of its first day attempting to explain complicated ins and outs of business, Epic was able to paint a black-and-white picture of good and evil with itself as the clear underdog.', 'published_at': '2023-11-07T15:00:40+00:00', 'source': 'The Verge', 'title': 'The Epic v. Google trial may come down to simple v. complicated', 'url': 'https://www.theverge.com/2023/11/7/23949849/epic-google-trial-day-one-recap-summary'}]",Epic Games,"Which company, having faced a legal defeat as reported by TechCrunch, also underwent a period of intense labor as described by Polygon, and is now reducing its workforce by 16% according to another report by TechCrunch, while simultaneously casting itself as the underdog in a separate legal confrontation covered by The Verge?",inference_query
"[{'author': 'Michael R. Sisak, The Associated Press', 'category': 'business', 'fact': 'James is seeking $250 million in penalties and a ban on Trump doing business in New York, his home state.', 'published_at': '2023-09-26T21:11:15+00:00', 'source': 'Fortune', 'title': ""Donald Trump defrauded banks with 'fantasy' to build his real estate empire, judge rules in a major repudiation against the former president"", 'url': 'https://fortune.com/2023/09/26/donald-trump-fraud-banks-insurers-real-estate-judge-new-york/'}
 {'author': 'Michael R. Sisak, The Associated Press', 'category': 'business', 'fact': 'No apartment in New York City has ever sold for close to that amount, James said.', 'published_at': '2023-09-26T21:11:15+00:00', 'source': 'Fortune', 'title': ""Donald Trump defrauded banks with 'fantasy' to build his real estate empire, judge rules in a major repudiation against the former president"", 'url': 'https://fortune.com/2023/09/26/donald-trump-fraud-banks-insurers-real-estate-judge-new-york/'}
 {'author': 'Tom Maloney', 'category': 'business', 'fact': 'The prosecution argues that was to mask a drop in the value of one of his other properties.', 'published_at': '2023-11-07T22:22:05+00:00', 'source': 'The Age', 'title': 'The $777 million surprise: Donald Trump is getting richer', 'url': 'https://www.theage.com.au/business/companies/the-777-million-surprise-donald-trump-is-getting-richer-20231108-p5eicf.html?ref=rss&utm_medium=rss&utm_source=rss_business'}]",Donald Trump,"Who is the individual targeted by Attorney General Letitia James for penalties and a business ban in New York, who also allegedly inflated the value of his Manhattan apartment, as reported by both Fortune and The Age, to conceal the diminished valuation of another one of his properties?",inference_query
"[{'author': 'Morgan Little', 'category': 'technology', 'fact': 'The second week of the trial’s standout testimony came from Alameda Research’s former CEO Caroline Ellison, who claimed she took $14 billion from customers to repay debts to lenders, using them as a line of credit under the instruction of SBF.', 'published_at': '2023-10-06T17:22:02+00:00', 'source': 'TechCrunch', 'title': 'SBF Trial: The latest updates from the FTX collapse’s courtroom drama', 'url': 'https://techcrunch.com/2023/10/06/sbf-trial-the-latest-updates-from-the-ftx-collapses-courtroom-drama/'}
 {'author': 'Ben Weiss', 'category': 'business', 'fact': 'But “all of that, all of it, was built on lies,” Rehn declared to the jury.', 'published_at': '2023-10-04T23:32:53+00:00', 'source': 'Fortune', 'title': 'Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand', 'url': 'https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/'}
 {'author': 'Kyle Wiggers', 'category': 'technology', 'fact': 'The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head.', 'published_at': '2023-10-07T20:15:26+00:00', 'source': 'TechCrunch', 'title': 'Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier', 'url': 'https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/'}]",Yes,"Does the TechCrunch article suggest that Sam Bankman-Fried directed Caroline Ellison to misuse customer funds, while the Fortune article claims that the entire success of FTX was based on lies, and does the second TechCrunch article allege that Sam Bankman-Fried's fraudulent actions were motivated by personal gain?",comparison_query
"[{'author': 'Rebecca Bellan', 'category': 'technology', 'fact': 'The ride-hail company claims that the rate of sexual assault reported on the app decreased 38% between its first and second reports.', 'published_at': '2023-10-13T19:26:48+00:00', 'source': 'TechCrunch', 'title': 'Uber sexual assault survivors call for in-car cameras, tech upgrades', 'url': 'https://techcrunch.com/2023/10/13/uber-sexual-assault-survivors-call-for-in-car-cameras-tech-upgrades/'}
 {'author': 'Rebecca Bellan', 'category': 'technology', 'fact': 'Hundreds of women have filed lawsuits against Uber claiming the company hasn’t done enough to prevent instances of sexual assault by drivers.', 'published_at': '2023-10-13T19:26:48+00:00', 'source': 'TechCrunch', 'title': 'Uber sexual assault survivors call for in-car cameras, tech upgrades', 'url': 'https://techcrunch.com/2023/10/13/uber-sexual-assault-survivors-call-for-in-car-cameras-tech-upgrades/'}
 {'author': 'Rebecca Bellan', 'category': 'technology', 'fact': 'The survivors in the joined lawsuit also allege that Uber’s “fast and shallow background checks” are substandard and designed to make it as easy as possible for drivers to sign up quickly.', 'published_at': '2023-10-13T19:26:48+00:00', 'source': 'TechCrunch', 'title': 'Uber sexual assault survivors call for in-car cameras, tech upgrades', 'url': 'https://techcrunch.com/2023/10/13/uber-sexual-assault-survivors-call-for-in-car-cameras-tech-upgrades/'}
 {'author': 'Kirsten Korosec', 'category': 'technology', 'fact': 'In the third quarter, Uber generated $394 million in operating income and $219 million worth of net income.', 'published_at': '2023-11-07T17:03:41+00:00', 'source': 'TechCrunch', 'title': 'Uber’s Q3 numbers include impressive profitability gains, slower-than-expected growth', 'url': 'https://techcrunch.com/2023/11/07/ubers-q3-numbers-profitability-gains/'}]",Uber,"What company, according to TechCrunch, has not only seen a decrease in reported sexual assault rates by 38% between its safety reports but has also faced criticism for insufficient sexual assault prevention measures and inadequate background checks, while still achieving profitability with significant operating and net income in the third quarter?",inference_query
"[{'author': 'Elizabeth Lopatto', 'category': 'technology', 'fact': 'When Changpeng Zhao, the CEO of Binance, announced on Twitter that he intended to acquire FTX, Ellison confessed the theft of customer funds to him and a few other employees, Drappi said.', 'published_at': '2023-10-12T23:08:14+00:00', 'source': 'The Verge', 'title': 'How is it still getting worse for Sam Bankman-Fried?', 'url': 'https://www.theverge.com/2023/10/12/23915108/sam-bankman-fried-ftx-alameda-caroline-ellison-lawyers'}
 {'author': 'Elizabeth Lopatto', 'category': 'technology', 'fact': 'Ellison’s tenure as CEO of Alameda Research was an exercise in optics, she testified.', 'published_at': '2023-10-26T12:00:00+00:00', 'source': 'The Verge', 'title': 'In the end, the FTX trial was about the friends screwed along the way', 'url': 'https://www.theverge.com/2023/10/26/23931777/ftx-sam-bankman-fried-prosecution-case-friends-family'}
 {'author': 'Ben Weiss', 'category': 'business', 'fact': 'In fact, he specifically pointed the finger at Ellison, the former CEO of Alameda, who, he said, did not adequately protect her hedge fund from the inherent risk of the crypto markets.', 'published_at': '2023-10-04T23:32:53+00:00', 'source': 'Fortune', 'title': 'Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand', 'url': 'https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/'}]",no,"Was the narrative concerning Caroline Ellison's role and actions as the CEO of Alameda Research consistent between the report from Fortune published on October 4, 2023, which discussed Mark Cohen's claims about her, and the subsequent reports from The Verge regarding statements made by her?",temporal_query
"[{'author': 'Kyle Wiggers', 'category': 'technology', 'fact': 'But it didn’t release the full model, Gemini Ultra — only a “lite” version called Gemini Pro.', 'published_at': '2023-12-09T21:16:17+00:00', 'source': 'TechCrunch', 'title': 'Google fakes an AI demo, Grand Theft Auto VI goes viral and Spotify cuts jobs', 'url': 'https://techcrunch.com/2023/12/09/google-fakes-an-ai-demo-grand-theft-auto-vi-goes-viral-and-spotify-cuts-jobs/'}
 {'author': 'David Pierce', 'category': 'technology', 'fact': '“Certainly there wasn’t a valid alternative to Google at the time,” Cue said.', 'published_at': '2023-09-26T17:01:22+00:00', 'source': 'The Verge', 'title': 'Apple defends Google Search deal in court: ‘There wasn’t a valid alternative’', 'url': 'https://www.theverge.com/2023/9/26/23891037/apple-eddy-cue-testimony-us-google'}
 {'author': 'Sarah Perez', 'category': 'technology', 'fact': 'The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means.', 'published_at': '2023-12-15T17:56:02+00:00', 'source': 'TechCrunch', 'title': 'News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line', 'url': 'https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/'}]",Yes,"Does the TechCrunch article claim that Google's release of the Gemini Pro model was incomplete compared to the full Gemini Ultra model, while the same TechCrunch article accuses Google of anticompetitive behavior towards news publishers, and does The Verge article also discuss Google's dominance but in the context of there being no valid alternative search engine according to Eddy Cue?",comparison_query
"[{'author': 'Paul Sawers', 'category': 'technology', 'fact': 'It has been a whirlwind four days for OpenAI, the generative AI poster child behind the smash hit ChatGPT.', 'published_at': '2023-11-21T15:50:50+00:00', 'source': 'TechCrunch', 'title': 'How the OpenAI fiasco could bolster Meta and the ‘open AI’ movement', 'url': 'https://techcrunch.com/2023/11/21/how-the-openai-fiasco-could-bolster-meta-and-the-open-ai-movement/'}
 {'author': 'Pete Volk', 'category': 'entertainment', 'fact': 'The late Abbas Kiarostami was one of the most masterful directors of his time, and his masterful romance Certified Copy is available to watch for free at home.', 'published_at': '2023-10-25T17:40:45+00:00', 'source': 'Polygon', 'title': '9 great movies to watch on Tubi for free right now', 'url': 'https://www.polygon.com/what-to-watch/23686506/best-tubi-movies-free-watch'}]",no,Does the TechCrunch article claim that OpenAI holds a subordinate position in generative AI similar to how the Polygon article regards Abbas Kiarostami's status in the field of directing?,comparison_query
"[{'author': 'zee business', 'category': 'business', 'fact': 'India will face New Zealand in the ongoing World Cup semi-final match at the Wankhede Stadium in Mumbai on Wednesday (November 15).', 'published_at': '2023-11-11T19:12:00+00:00', 'source': 'Zee Business', 'title': 'ICC World Cup 2023: India at Cricket World Cup semi-finals so far', 'url': 'https://www.zeebiz.com/trending/sports/news-icc-world-cup-2023-india-at-cricket-world-cup-semifinals-so-far-indias-journey-in-world-cup-semifinals-rohit-sharma-sachin-tendulkar-kohli-ind-vs-sa-australia-eden-gardens-wankhede-south-africa-england-sri-lanka-262883'}
 {'author': 'The Roar', 'category': 'sports', 'fact': 'Second-last of ten on the table after a fourth abject loss in barely three weeks, this time by eight wickets and nearly 25 overs to spare against Sri Lanka having been bowled out for a miserable 156 in Bengaluru, the 2019 champions are now only mathematically a chance of scraping through to the semi-finals.', 'published_at': '2023-10-26T23:01:13+00:00', 'source': 'The Roar | Sports Writers Blog', 'title': 'UK View: ‘A bridge too far’ – Boycott, former greats tear into ‘dysfunctional’ Poms with World Cup defence all but dead', 'url': 'https://www.theroar.com.au/2023/10/27/uk-view-a-bridge-too-far-boycott-former-greats-tear-into-dysfunctional-poms-with-world-cup-defence-all-but-dead/'}]",Yes,"Does the Zee Business article suggest that India's cricket team has secured a spot in the semi-finals of the World Cup, while The Roar | Sports Writers Blog article indicates that England's cricket team has only a mathematical chance of advancing to the semi-finals?",comparison_query
"[{'author': 'Ben Weiss', 'category': 'business', 'fact': 'But “all of that, all of it, was built on lies,” Rehn declared to the jury.', 'published_at': '2023-10-04T23:32:53+00:00', 'source': 'Fortune', 'title': 'Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand', 'url': 'https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/'}
 {'author': 'Elizabeth Lopatto', 'category': 'technology', 'fact': 'It was not until Judge Lewis Kaplan intervened to ask if Bankman-Fried had ever been told by Yedidia about that money, in words or in substance, that Bankman-Fried admitted he’d been told.', 'published_at': '2023-10-31T19:52:07+00:00', 'source': 'The Verge', 'title': 'Sam Bankman-Fried didn’t ask where the $8 billion went', 'url': 'https://www.theverge.com/2023/10/31/23940814/sam-bankman-fried-ftx-alameda-customer-funds-fraud-trial'}
 {'author': 'Kyle Wiggers', 'category': 'technology', 'fact': 'The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head.', 'published_at': '2023-10-07T20:15:26+00:00', 'source': 'TechCrunch', 'title': 'Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier', 'url': 'https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/'}]",Sam Bankman-Fried,"Who is the individual associated with the crypto exchange FTX, whose purported success was questioned in a Fortune article, who admitted to being informed of financial discrepancies as reported by The Verge, and is alleged by the prosecution to have committed fraud for personal gain according to TechCrunch?",inference_query
"[{'author': 'Elizabeth Lopatto', 'category': 'technology', 'fact': 'It was Bankman-Fried’s decision, she said, as he was the CEO of FTX.', 'published_at': '2023-10-10T23:50:21+00:00', 'source': 'The Verge', 'title': 'Sam Bankman-Fried was a terrible boyfriend', 'url': 'https://www.theverge.com/2023/10/10/23912036/sam-bankman-fried-ftx-caroline-ellison-alameda-research'}
 {'author': 'Ingrid Lunden', 'category': 'technology', 'fact': 'He was the richest person in the world under 30 [and] he was going to spend it to save humanity from extinction,” he said.', 'published_at': '2023-10-02T13:11:07+00:00', 'source': 'TechCrunch', 'title': 'SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run', 'url': 'https://techcrunch.com/2023/10/02/sbf-60-minutes/'}
 {'author': 'Morgan Little', 'category': 'technology', 'fact': 'The second week of the trial’s standout testimony came from Alameda Research’s former CEO Caroline Ellison, who claimed she took $14 billion from customers to repay debts to lenders, using them as a line of credit under the instruction of SBF.', 'published_at': '2023-10-06T17:22:02+00:00', 'source': 'TechCrunch', 'title': 'SBF Trial: The latest updates from the FTX collapse’s courtroom drama', 'url': 'https://techcrunch.com/2023/10/06/sbf-trial-the-latest-updates-from-the-ftx-collapses-courtroom-drama/'}
 {'author': 'Kyle Wiggers', 'category': 'technology', 'fact': 'The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head.', 'published_at': '2023-10-07T20:15:26+00:00', 'source': 'TechCrunch', 'title': 'Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier', 'url': 'https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/'}]",Sam Bankman-Fried,"Who is the individual under 30, previously associated with articles from 'The Verge' and 'TechCrunch', who allegedly used customer funds to pursue personal interests, including a buyout and potentially influencing political outcomes, and is now facing legal allegations of fraud in relation to a major cryptocurrency exchange's collapse?",inference_query
"[{'author': 'Ela Levi-Weinreb', 'category': 'business', 'fact': '""Some journalists around world see that Hamas continues to lie about the biggest things when the whole truth is in front of everyone\'s eyes, and they continue to echo the lies.', 'published_at': '2023-12-03T12:50:26+00:00', 'source': 'Globes English | Israel Business Arena', 'title': ""Israel's prince of public diplomacy"", 'url': 'https://en.globes.co.il/en/article-1001464023#utm_source=RSS'}
 {'author': 'Ela Levi-Weinrib', 'category': 'business', 'fact': 'At the same time Hamed al-Khachari, a Gazan money changer who worked for Hamas (who was assassinated by Israel in 2019), located Gazan merchants who imported goods from Turkish companies and owned payment on the goods.', 'published_at': '2023-11-19T19:05:30+00:00', 'source': 'Globes English | Israel Business Arena', 'title': 'Israel thwarts Hamas on the financial battlefield', 'url': 'https://en.globes.co.il/en/article-1001462861#utm_source=RSS'}]",no,Has the portrayal of Hamas' activities by 'Globes English | Israel Business Arena' changed between the article involving Hamed al-Khachari's financial operations for Hamas and the subsequent report criticizing 'Some journalists around the world' for perpetuating Hamas' lies?,temporal_query
"[{'author': 'Igor Bonifacic', 'category': 'technology', 'fact': 'At the same time, Discord is introducing a new warning system for people who violate its policies.', 'published_at': '2023-10-19T15:00:31+00:00', 'source': 'Engadget', 'title': 'Discord’s latest teen safety blitz starts with content filters and automated warnings', 'url': 'https://www.engadget.com/discords-latest-teen-safety-blitz-starts-with-content-filters-and-automated-warnings-150031569.html?src=rss'}
 {'author': 'Howard Mustoe', 'category': 'business', 'fact': '“Literally, if it’s on an aeroplane, it could be fake.” Following her investigation, various reforms came in, including a warning system to flag suspicious components.', 'published_at': '2023-10-16T20:58:51+00:00', 'source': 'The Sydney Morning Herald', 'title': 'The airline parts scandal sparking panic and introspection in aerospace', 'url': 'https://www.smh.com.au/business/companies/the-airline-parts-scandal-sparking-panic-and-introspection-in-aerospace-20231016-p5ecmf.html?ref=rss&utm_medium=rss&utm_source=rss_business'}]",Yes,"Does the Engadget article suggest that Discord users will experience a new system for policy enforcement, while The Sydney Morning Herald article indicates that the aircraft safety reforms will include a warning system for identifying suspicious components?",comparison_query
"[{'author': None, 'category': 'entertainment', 'fact': ""Belushi's death, along with the birth of Williams' first son in 1983, really helped the comedian clean up his drug addiction, according to the documentary."", 'published_at': '2023-10-19T17:22:01+00:00', 'source': 'FOX News - Entertainment', 'title': ""Robin Williams' drug addiction made him 'a monster': Friends recall depth of actor's cocaine use"", 'url': 'https://www.foxnews.com/entertainment/robin-williams-drug-addiction-made-monster-friends-recall-depth-actors-cocaine-use'}
 {'author': 'Michael Benson', 'category': 'sports', 'fact': 'Iron-chinned McCall battled drug addiction in the buildup to this 1997 bout and was arrested for throwing a Christmas tree across a hotel lobby.', 'published_at': '2023-11-15T20:00:00+00:00', 'source': 'TalkSport', 'title': 'Top ten craziest fight endings in boxing history – Floyd Mayweather’s ruthless KO, Mike Tyson’s bite and a baffled Lennox Lewis', 'url': 'https://talksport.com/sport/1249277/top-ten-craziest-fight-endings-boxing-floyd-mayweather-mike-tyson-lennox-lewis/'}]",Yes,Did the FOX News - Entertainment article attribute the factors that helped Robin Williams overcome his drug addiction to different life events than the pre-fight issues faced by Oliver McCall mentioned in the TalkSport article?,comparison_query
